"Dept","Managed","value","measure","Period","group"
"Welsh Gov","Departmental Group",0,"Reclass","2013Q3","Welsh Gov-Departmental Group"
"Total","Y",-60,"Reclass","2013Q3","Total-Y"
"Total","N",60,"Reclass","2013Q3","Total-N"
"Total","Departmental Group",0,"Reclass","2013Q3","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",-60,"Reclass","2013Q3","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",60,"Reclass","2013Q3","Total excl. Whitehall FCO-N"
"Total excl. Whitehall FCO","Departmental Group",0,"Reclass","2013Q3","Total excl. Whitehall FCO-Departmental Group"
"Total employment","Total Employment ONS total",0,"Reclass","2013Q3","Total employment-Total Employment ONS total"
"AGO","Y",0,"Reclass","2013Q4","AGO-Y"
"BIS","Y",0,"Reclass","2013Q4","BIS-Y"
"CO","Y",0,"Reclass","2013Q4","CO-Y"
"DCLG","Y",0,"Reclass","2013Q4","DCLG-Y"
"DCMS","Y",0,"Reclass","2013Q4","DCMS-Y"
"DECC","Y",0,"Reclass","2013Q4","DECC-Y"
"DEFRA","Y",0,"Reclass","2013Q4","DEFRA-Y"
"DfE","Y",0,"Reclass","2013Q4","DfE-Y"
"DfID","Y",0,"Reclass","2013Q4","DfID-Y"
"DfT","Y",0,"Reclass","2013Q4","DfT-Y"
"DH","Y",0,"Reclass","2013Q4","DH-Y"
"DWP","Y",0,"Reclass","2013Q4","DWP-Y"
"FCO","Y",0,"Reclass","2013Q4","FCO-Y"
"GEO","Y",0,"Reclass","2013Q4","GEO-Y"
"HMRC","Y",0,"Reclass","2013Q4","HMRC-Y"
"HMT","Y",0,"Reclass","2013Q4","HMT-Y"
"HO","Y",-80,"Reclass","2013Q4","HO-Y"
"MoD","Y",0,"Reclass","2013Q4","MoD-Y"
"MoJ","Y",0,"Reclass","2013Q4","MoJ-Y"
"NIO","Y",0,"Reclass","2013Q4","NIO-Y"
"Scot Gov","Y",0,"Reclass","2013Q4","Scot Gov-Y"
"Welsh Gov","Y",0,"Reclass","2013Q4","Welsh Gov-Y"
"AGO","N",80,"Reclass","2013Q4","AGO-N"
"BIS","N",0,"Reclass","2013Q4","BIS-N"
"CO","N",0,"Reclass","2013Q4","CO-N"
"DCLG","N",0,"Reclass","2013Q4","DCLG-N"
"DCMS","N",0,"Reclass","2013Q4","DCMS-N"
"DECC","N",0,"Reclass","2013Q4","DECC-N"
"DEFRA","N",0,"Reclass","2013Q4","DEFRA-N"
"DfE","N",0,"Reclass","2013Q4","DfE-N"
"DfID","N",0,"Reclass","2013Q4","DfID-N"
"DfT","N",0,"Reclass","2013Q4","DfT-N"
"DH","N",0,"Reclass","2013Q4","DH-N"
"DWP","N",0,"Reclass","2013Q4","DWP-N"
"FCO","N",0,"Reclass","2013Q4","FCO-N"
"GEO","N",0,"Reclass","2013Q4","GEO-N"
"HMRC","N",0,"Reclass","2013Q4","HMRC-N"
"HMT","N",0,"Reclass","2013Q4","HMT-N"
"HO","N",0,"Reclass","2013Q4","HO-N"
"MoD","N",0,"Reclass","2013Q4","MoD-N"
"MoJ","N",0,"Reclass","2013Q4","MoJ-N"
"NIO","N",0,"Reclass","2013Q4","NIO-N"
"Scot Gov","N",0,"Reclass","2013Q4","Scot Gov-N"
"Welsh Gov","N",0,"Reclass","2013Q4","Welsh Gov-N"
"AGO","Departmental Group",80,"Reclass","2013Q4","AGO-Departmental Group"
"BIS","Departmental Group",0,"Reclass","2013Q4","BIS-Departmental Group"
"CO","Departmental Group",0,"Reclass","2013Q4","CO-Departmental Group"
"DCLG","Departmental Group",0,"Reclass","2013Q4","DCLG-Departmental Group"
"DCMS","Departmental Group",0,"Reclass","2013Q4","DCMS-Departmental Group"
"DECC","Departmental Group",0,"Reclass","2013Q4","DECC-Departmental Group"
"DEFRA","Departmental Group",0,"Reclass","2013Q4","DEFRA-Departmental Group"
"DfE","Departmental Group",0,"Reclass","2013Q4","DfE-Departmental Group"
"DfID","Departmental Group",0,"Reclass","2013Q4","DfID-Departmental Group"
"DfT","Departmental Group",0,"Reclass","2013Q4","DfT-Departmental Group"
"DH","Departmental Group",0,"Reclass","2013Q4","DH-Departmental Group"
"DWP","Departmental Group",0,"Reclass","2013Q4","DWP-Departmental Group"
"FCO","Departmental Group",0,"Reclass","2013Q4","FCO-Departmental Group"
"GEO","Departmental Group",0,"Reclass","2013Q4","GEO-Departmental Group"
"HMRC","Departmental Group",0,"Reclass","2013Q4","HMRC-Departmental Group"
"HMT","Departmental Group",0,"Reclass","2013Q4","HMT-Departmental Group"
"HO","Departmental Group",-80,"Reclass","2013Q4","HO-Departmental Group"
"MoD","Departmental Group",0,"Reclass","2013Q4","MoD-Departmental Group"
"MoJ","Departmental Group",0,"Reclass","2013Q4","MoJ-Departmental Group"
"NIO","Departmental Group",0,"Reclass","2013Q4","NIO-Departmental Group"
"Scot Gov","Departmental Group",0,"Reclass","2013Q4","Scot Gov-Departmental Group"
"Welsh Gov","Departmental Group",0,"Reclass","2013Q4","Welsh Gov-Departmental Group"
"Total","Y",-80,"Reclass","2013Q4","Total-Y"
"Total","N",80,"Reclass","2013Q4","Total-N"
"Total","Departmental Group",0,"Reclass","2013Q4","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",-80,"Reclass","2013Q4","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",80,"Reclass","2013Q4","Total excl. Whitehall FCO-N"
"Total excl. Whitehall FCO","Departmental Group",0,"Reclass","2013Q4","Total excl. Whitehall FCO-Departmental Group"
"Total employment","Total Employment ONS total",0,"Reclass","2013Q4","Total employment-Total Employment ONS total"
"AGO","Y",0,"Reclass","2014Q1","AGO-Y"
"BIS","Y",0,"Reclass","2014Q1","BIS-Y"
"CO","Y",0,"Reclass","2014Q1","CO-Y"
"DCLG","Y",0,"Reclass","2014Q1","DCLG-Y"
"DCMS","Y",0,"Reclass","2014Q1","DCMS-Y"
"DECC","Y",0,"Reclass","2014Q1","DECC-Y"
"DEFRA","Y",0,"Reclass","2014Q1","DEFRA-Y"
"DfE","Y",0,"Reclass","2014Q1","DfE-Y"
"DfID","Y",0,"Reclass","2014Q1","DfID-Y"
"DfT","Y",0,"Reclass","2014Q1","DfT-Y"
"DH","Y",0,"Reclass","2014Q1","DH-Y"
"DWP","Y",0,"Reclass","2014Q1","DWP-Y"
"FCO","Y",0,"Reclass","2014Q1","FCO-Y"
"GEO","Y",0,"Reclass","2014Q1","GEO-Y"
"HMRC","Y",0,"Reclass","2014Q1","HMRC-Y"
"HMT","Y",0,"Reclass","2014Q1","HMT-Y"
"HO","Y",0,"Reclass","2014Q1","HO-Y"
"MoD","Y",0,"Reclass","2014Q1","MoD-Y"
"MoJ","Y",0,"Reclass","2014Q1","MoJ-Y"
"NIO","Y",0,"Reclass","2014Q1","NIO-Y"
"Scot Gov","Y",0,"Reclass","2014Q1","Scot Gov-Y"
"Welsh Gov","Y",0,"Reclass","2014Q1","Welsh Gov-Y"
"AGO","N",0,"Reclass","2014Q1","AGO-N"
"BIS","N",0,"Reclass","2014Q1","BIS-N"
"CO","N",0,"Reclass","2014Q1","CO-N"
"DCLG","N",0,"Reclass","2014Q1","DCLG-N"
"DCMS","N",0,"Reclass","2014Q1","DCMS-N"
"DECC","N",0,"Reclass","2014Q1","DECC-N"
"DEFRA","N",0,"Reclass","2014Q1","DEFRA-N"
"DfE","N",0,"Reclass","2014Q1","DfE-N"
"DfID","N",0,"Reclass","2014Q1","DfID-N"
"DfT","N",0,"Reclass","2014Q1","DfT-N"
"DH","N",0,"Reclass","2014Q1","DH-N"
"DWP","N",0,"Reclass","2014Q1","DWP-N"
"FCO","N",0,"Reclass","2014Q1","FCO-N"
"GEO","N",0,"Reclass","2014Q1","GEO-N"
"HMRC","N",0,"Reclass","2014Q1","HMRC-N"
"HMT","N",0,"Reclass","2014Q1","HMT-N"
"HO","N",4080,"Reclass","2014Q1","HO-N"
"MoD","N",0,"Reclass","2014Q1","MoD-N"
"MoJ","N",0,"Reclass","2014Q1","MoJ-N"
"NIO","N",0,"Reclass","2014Q1","NIO-N"
"Scot Gov","N",0,"Reclass","2014Q1","Scot Gov-N"
"Welsh Gov","N",0,"Reclass","2014Q1","Welsh Gov-N"
"AGO","Departmental Group",0,"Reclass","2014Q1","AGO-Departmental Group"
"BIS","Departmental Group",0,"Reclass","2014Q1","BIS-Departmental Group"
"CO","Departmental Group",0,"Reclass","2014Q1","CO-Departmental Group"
"DCLG","Departmental Group",0,"Reclass","2014Q1","DCLG-Departmental Group"
"DCMS","Departmental Group",0,"Reclass","2014Q1","DCMS-Departmental Group"
"DECC","Departmental Group",0,"Reclass","2014Q1","DECC-Departmental Group"
"DEFRA","Departmental Group",0,"Reclass","2014Q1","DEFRA-Departmental Group"
"DfE","Departmental Group",0,"Reclass","2014Q1","DfE-Departmental Group"
"DfID","Departmental Group",0,"Reclass","2014Q1","DfID-Departmental Group"
"DfT","Departmental Group",0,"Reclass","2014Q1","DfT-Departmental Group"
"DH","Departmental Group",0,"Reclass","2014Q1","DH-Departmental Group"
"DWP","Departmental Group",0,"Reclass","2014Q1","DWP-Departmental Group"
"FCO","Departmental Group",0,"Reclass","2014Q1","FCO-Departmental Group"
"GEO","Departmental Group",0,"Reclass","2014Q1","GEO-Departmental Group"
"HMRC","Departmental Group",0,"Reclass","2014Q1","HMRC-Departmental Group"
"HMT","Departmental Group",0,"Reclass","2014Q1","HMT-Departmental Group"
"HO","Departmental Group",4080,"Reclass","2014Q1","HO-Departmental Group"
"MoD","Departmental Group",0,"Reclass","2014Q1","MoD-Departmental Group"
"MoJ","Departmental Group",0,"Reclass","2014Q1","MoJ-Departmental Group"
"NIO","Departmental Group",0,"Reclass","2014Q1","NIO-Departmental Group"
"Scot Gov","Departmental Group",0,"Reclass","2014Q1","Scot Gov-Departmental Group"
"Welsh Gov","Departmental Group",0,"Reclass","2014Q1","Welsh Gov-Departmental Group"
"Total","Y",0,"Reclass","2014Q1","Total-Y"
"Total","N",4080,"Reclass","2014Q1","Total-N"
"Total","Departmental Group",4080,"Reclass","2014Q1","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",0,"Reclass","2014Q1","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",4080,"Reclass","2014Q1","Total excl. Whitehall FCO-N"
"Total excl. Whitehall FCO","Departmental Group",4080,"Reclass","2014Q1","Total excl. Whitehall FCO-Departmental Group"
"Total employment","Total Employment ONS total",0,"Reclass","2014Q1","Total employment-Total Employment ONS total"
"AGO","Y",0,"Change","2010Q3","AGO-Y"
"BIS","Y",0,"Change","2010Q3","BIS-Y"
"CO","Y",0,"Change","2010Q3","CO-Y"
"DCLG","Y",0,"Change","2010Q3","DCLG-Y"
"DCMS","Y",0,"Change","2010Q3","DCMS-Y"
"DECC","Y",0,"Change","2010Q3","DECC-Y"
"DEFRA","Y",0,"Change","2010Q3","DEFRA-Y"
"DfE","Y",0,"Change","2010Q3","DfE-Y"
"DfID","Y",0,"Change","2010Q3","DfID-Y"
"DfT","Y",0,"Change","2010Q3","DfT-Y"
"DH","Y",0,"Change","2010Q3","DH-Y"
"DWP","Y",0,"Change","2010Q3","DWP-Y"
"FCO","Y",0,"Change","2010Q3","FCO-Y"
"GEO","Y",0,"Change","2010Q3","GEO-Y"
"HMRC","Y",0,"Change","2010Q3","HMRC-Y"
"HMT","Y",0,"Change","2010Q3","HMT-Y"
"HO","Y",0,"Change","2010Q3","HO-Y"
"MoD","Y",0,"Change","2010Q3","MoD-Y"
"MoJ","Y",0,"Change","2010Q3","MoJ-Y"
"NIO","Y",0,"Change","2010Q3","NIO-Y"
"Scot Gov","Y",0,"Change","2010Q3","Scot Gov-Y"
"Welsh Gov","Y",0,"Change","2010Q3","Welsh Gov-Y"
"AGO","N",0,"Change","2010Q3","AGO-N"
"BIS","N",0,"Change","2010Q3","BIS-N"
"CO","N",0,"Change","2010Q3","CO-N"
"DCLG","N",0,"Change","2010Q3","DCLG-N"
"DCMS","N",0,"Change","2010Q3","DCMS-N"
"DECC","N",0,"Change","2010Q3","DECC-N"
"DEFRA","N",0,"Change","2010Q3","DEFRA-N"
"DfE","N",0,"Change","2010Q3","DfE-N"
"DfID","N",0,"Change","2010Q3","DfID-N"
"DfT","N",0,"Change","2010Q3","DfT-N"
"DH","N",0,"Change","2010Q3","DH-N"
"DWP","N",0,"Change","2010Q3","DWP-N"
"FCO","N",0,"Change","2010Q3","FCO-N"
"GEO","N",0,"Change","2010Q3","GEO-N"
"HMRC","N",0,"Change","2010Q3","HMRC-N"
"HMT","N",0,"Change","2010Q3","HMT-N"
"HO","N",0,"Change","2010Q3","HO-N"
"MoD","N",0,"Change","2010Q3","MoD-N"
"MoJ","N",0,"Change","2010Q3","MoJ-N"
"NIO","N",0,"Change","2010Q3","NIO-N"
"Scot Gov","N",0,"Change","2010Q3","Scot Gov-N"
"Welsh Gov","N",0,"Change","2010Q3","Welsh Gov-N"
"AGO","Departmental Group",0,"Change","2010Q3","AGO-Departmental Group"
"BIS","Departmental Group",0,"Change","2010Q3","BIS-Departmental Group"
"CO","Departmental Group",0,"Change","2010Q3","CO-Departmental Group"
"DCLG","Departmental Group",0,"Change","2010Q3","DCLG-Departmental Group"
"DCMS","Departmental Group",0,"Change","2010Q3","DCMS-Departmental Group"
"DECC","Departmental Group",0,"Change","2010Q3","DECC-Departmental Group"
"DEFRA","Departmental Group",0,"Change","2010Q3","DEFRA-Departmental Group"
"DfE","Departmental Group",0,"Change","2010Q3","DfE-Departmental Group"
"DfID","Departmental Group",0,"Change","2010Q3","DfID-Departmental Group"
"DfT","Departmental Group",0,"Change","2010Q3","DfT-Departmental Group"
"DH","Departmental Group",0,"Change","2010Q3","DH-Departmental Group"
"DWP","Departmental Group",0,"Change","2010Q3","DWP-Departmental Group"
"FCO","Departmental Group",0,"Change","2010Q3","FCO-Departmental Group"
"GEO","Departmental Group",0,"Change","2010Q3","GEO-Departmental Group"
"HMRC","Departmental Group",0,"Change","2010Q3","HMRC-Departmental Group"
"HMT","Departmental Group",0,"Change","2010Q3","HMT-Departmental Group"
"HO","Departmental Group",0,"Change","2010Q3","HO-Departmental Group"
"MoD","Departmental Group",0,"Change","2010Q3","MoD-Departmental Group"
"MoJ","Departmental Group",0,"Change","2010Q3","MoJ-Departmental Group"
"NIO","Departmental Group",0,"Change","2010Q3","NIO-Departmental Group"
"Scot Gov","Departmental Group",0,"Change","2010Q3","Scot Gov-Departmental Group"
"Welsh Gov","Departmental Group",0,"Change","2010Q3","Welsh Gov-Departmental Group"
"Total","Y",0,"Change","2010Q3","Total-Y"
"Total","N",0,"Change","2010Q3","Total-N"
"Total","Departmental Group",0,"Change","2010Q3","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",0,"Change","2010Q3","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",0,"Change","2010Q3","Total excl. Whitehall FCO-N"
"Total excl. Whitehall FCO","Departmental Group",0,"Change","2010Q3","Total excl. Whitehall FCO-Departmental Group"
"Total employment","Total Employment ONS total",0,"Change","2010Q3","Total employment-Total Employment ONS total"
"AGO","Y",-10,"Change","2010Q4","AGO-Y"
"BIS","Y",-340,"Change","2010Q4","BIS-Y"
"CO","Y",-50,"Change","2010Q4","CO-Y"
"DCLG","Y",-50,"Change","2010Q4","DCLG-Y"
"DCMS","Y",0,"Change","2010Q4","DCMS-Y"
"DECC","Y",10,"Change","2010Q4","DECC-Y"
"DEFRA","Y",-100,"Change","2010Q4","DEFRA-Y"
"DfE","Y",-60,"Change","2010Q4","DfE-Y"
"DfID","Y",-20,"Change","2010Q4","DfID-Y"
"DfT","Y",-40,"Change","2010Q4","DfT-Y"
"DH","Y",30,"Change","2010Q4","DH-Y"
"DWP","Y",-3090,"Change","2010Q4","DWP-Y"
"FCO","Y",-130,"Change","2010Q4","FCO-Y"
"GEO","Y",0,"Change","2010Q4","GEO-Y"
"HMRC","Y",-750,"Change","2010Q4","HMRC-Y"
"HMT","Y",-60,"Change","2010Q4","HMT-Y"
"HO","Y",-790,"Change","2010Q4","HO-Y"
"MoD","Y",-330,"Change","2010Q4","MoD-Y"
"MoJ","Y",-290,"Change","2010Q4","MoJ-Y"
"NIO","Y",0,"Change","2010Q4","NIO-Y"
"Scot Gov","Y",0,"Change","2010Q4","Scot Gov-Y"
"Welsh Gov","Y",0,"Change","2010Q4","Welsh Gov-Y"
"AGO","N",-120,"Change","2010Q4","AGO-N"
"BIS","N",-280,"Change","2010Q4","BIS-N"
"CO","N",-380,"Change","2010Q4","CO-N"
"DCLG","N",-40,"Change","2010Q4","DCLG-N"
"DCMS","N",10,"Change","2010Q4","DCMS-N"
"DECC","N",20,"Change","2010Q4","DECC-N"
"DEFRA","N",-80,"Change","2010Q4","DEFRA-N"
"DfE","N",-40,"Change","2010Q4","DfE-N"
"DfID","N",0,"Change","2010Q4","DfID-N"
"DfT","N",-210,"Change","2010Q4","DfT-N"
"DH","N",-50,"Change","2010Q4","DH-N"
"DWP","N",-20,"Change","2010Q4","DWP-N"
"FCO","N",-30,"Change","2010Q4","FCO-N"
"GEO","N",0,"Change","2010Q4","GEO-N"
"HMRC","N",-30,"Change","2010Q4","HMRC-N"
"HMT","N",0,"Change","2010Q4","HMT-N"
"HO","N",-370,"Change","2010Q4","HO-N"
"MoD","N",-130,"Change","2010Q4","MoD-N"
"MoJ","N",-150,"Change","2010Q4","MoJ-N"
"NIO","N",0,"Change","2010Q4","NIO-N"
"Scot Gov","N",-130,"Change","2010Q4","Scot Gov-N"
"Welsh Gov","N",-60,"Change","2010Q4","Welsh Gov-N"
"AGO","Departmental Group",-130,"Change","2010Q4","AGO-Departmental Group"
"BIS","Departmental Group",-620,"Change","2010Q4","BIS-Departmental Group"
"CO","Departmental Group",-430,"Change","2010Q4","CO-Departmental Group"
"DCLG","Departmental Group",-90,"Change","2010Q4","DCLG-Departmental Group"
"DCMS","Departmental Group",10,"Change","2010Q4","DCMS-Departmental Group"
"DECC","Departmental Group",30,"Change","2010Q4","DECC-Departmental Group"
"DEFRA","Departmental Group",-180,"Change","2010Q4","DEFRA-Departmental Group"
"DfE","Departmental Group",-100,"Change","2010Q4","DfE-Departmental Group"
"DfID","Departmental Group",-20,"Change","2010Q4","DfID-Departmental Group"
"DfT","Departmental Group",-250,"Change","2010Q4","DfT-Departmental Group"
"DH","Departmental Group",-20,"Change","2010Q4","DH-Departmental Group"
"DWP","Departmental Group",-3110,"Change","2010Q4","DWP-Departmental Group"
"FCO","Departmental Group",-160,"Change","2010Q4","FCO-Departmental Group"
"GEO","Departmental Group",0,"Change","2010Q4","GEO-Departmental Group"
"HMRC","Departmental Group",-780,"Change","2010Q4","HMRC-Departmental Group"
"HMT","Departmental Group",-60,"Change","2010Q4","HMT-Departmental Group"
"HO","Departmental Group",-1160,"Change","2010Q4","HO-Departmental Group"
"MoD","Departmental Group",-460,"Change","2010Q4","MoD-Departmental Group"
"MoJ","Departmental Group",-440,"Change","2010Q4","MoJ-Departmental Group"
"NIO","Departmental Group",0,"Change","2010Q4","NIO-Departmental Group"
"Scot Gov","Departmental Group",-130,"Change","2010Q4","Scot Gov-Departmental Group"
"Welsh Gov","Departmental Group",-60,"Change","2010Q4","Welsh Gov-Departmental Group"
"Total","Y",-6070,"Change","2010Q4","Total-Y"
"Total","N",-2090,"Change","2010Q4","Total-N"
"Total","Departmental Group",-8160,"Change","2010Q4","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",-5940,"Change","2010Q4","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",-2090,"Change","2010Q4","Total excl. Whitehall FCO-N"
"Total excl. Whitehall FCO","Departmental Group",-8030,"Change","2010Q4","Total excl. Whitehall FCO-Departmental Group"
"Total employment","Total Employment ONS total",-8170,"Change","2010Q4","Total employment-Total Employment ONS total"
"AGO","Y",0,"Change","2011Q1","AGO-Y"
"BIS","Y",-20,"Change","2011Q1","BIS-Y"
"CO","Y",60,"Change","2011Q1","CO-Y"
"DCLG","Y",-220,"Change","2011Q1","DCLG-Y"
"DCMS","Y",-10,"Change","2011Q1","DCMS-Y"
"DECC","Y",20,"Change","2011Q1","DECC-Y"
"DEFRA","Y",-70,"Change","2011Q1","DEFRA-Y"
"DfE","Y",-80,"Change","2011Q1","DfE-Y"
"DfID","Y",-10,"Change","2011Q1","DfID-Y"
"DfT","Y",-170,"Change","2011Q1","DfT-Y"
"DH","Y",-10,"Change","2011Q1","DH-Y"
"DWP","Y",-2520,"Change","2011Q1","DWP-Y"
"FCO","Y",-110,"Change","2011Q1","FCO-Y"
"GEO","Y",0,"Change","2011Q1","GEO-Y"
"HMRC","Y",80,"Change","2011Q1","HMRC-Y"
"HMT","Y",-60,"Change","2011Q1","HMT-Y"
"HO","Y",-540,"Change","2011Q1","HO-Y"
"MoD","Y",-900,"Change","2011Q1","MoD-Y"
"MoJ","Y",-470,"Change","2011Q1","MoJ-Y"
"NIO","Y",-10,"Change","2011Q1","NIO-Y"
"Scot Gov","Y",0,"Change","2011Q1","Scot Gov-Y"
"Welsh Gov","Y",0,"Change","2011Q1","Welsh Gov-Y"
"AGO","N",-80,"Change","2011Q1","AGO-N"
"BIS","N",-90,"Change","2011Q1","BIS-N"
"CO","N",0,"Change","2011Q1","CO-N"
"DCLG","N",-100,"Change","2011Q1","DCLG-N"
"DCMS","N",0,"Change","2011Q1","DCMS-N"
"DECC","N",10,"Change","2011Q1","DECC-N"
"DEFRA","N",0,"Change","2011Q1","DEFRA-N"
"DfE","N",-10,"Change","2011Q1","DfE-N"
"DfID","N",0,"Change","2011Q1","DfID-N"
"DfT","N",-310,"Change","2011Q1","DfT-N"
"DH","N",-60,"Change","2011Q1","DH-N"
"DWP","N",-210,"Change","2011Q1","DWP-N"
"FCO","N",-260,"Change","2011Q1","FCO-N"
"GEO","N",0,"Change","2011Q1","GEO-N"
"HMRC","N",-10,"Change","2011Q1","HMRC-N"
"HMT","N",0,"Change","2011Q1","HMT-N"
"HO","N",10,"Change","2011Q1","HO-N"
"MoD","N",-150,"Change","2011Q1","MoD-N"
"MoJ","N",-110,"Change","2011Q1","MoJ-N"
"NIO","N",0,"Change","2011Q1","NIO-N"
"Scot Gov","N",-250,"Change","2011Q1","Scot Gov-N"
"Welsh Gov","N",-100,"Change","2011Q1","Welsh Gov-N"
"AGO","Departmental Group",-80,"Change","2011Q1","AGO-Departmental Group"
"BIS","Departmental Group",-110,"Change","2011Q1","BIS-Departmental Group"
"CO","Departmental Group",60,"Change","2011Q1","CO-Departmental Group"
"DCLG","Departmental Group",-320,"Change","2011Q1","DCLG-Departmental Group"
"DCMS","Departmental Group",-10,"Change","2011Q1","DCMS-Departmental Group"
"DECC","Departmental Group",30,"Change","2011Q1","DECC-Departmental Group"
"DEFRA","Departmental Group",-70,"Change","2011Q1","DEFRA-Departmental Group"
"DfE","Departmental Group",-90,"Change","2011Q1","DfE-Departmental Group"
"DfID","Departmental Group",-10,"Change","2011Q1","DfID-Departmental Group"
"DfT","Departmental Group",-480,"Change","2011Q1","DfT-Departmental Group"
"DH","Departmental Group",-70,"Change","2011Q1","DH-Departmental Group"
"DWP","Departmental Group",-2730,"Change","2011Q1","DWP-Departmental Group"
"FCO","Departmental Group",-370,"Change","2011Q1","FCO-Departmental Group"
"GEO","Departmental Group",0,"Change","2011Q1","GEO-Departmental Group"
"HMRC","Departmental Group",70,"Change","2011Q1","HMRC-Departmental Group"
"HMT","Departmental Group",-60,"Change","2011Q1","HMT-Departmental Group"
"HO","Departmental Group",-530,"Change","2011Q1","HO-Departmental Group"
"MoD","Departmental Group",-1050,"Change","2011Q1","MoD-Departmental Group"
"MoJ","Departmental Group",-580,"Change","2011Q1","MoJ-Departmental Group"
"NIO","Departmental Group",-10,"Change","2011Q1","NIO-Departmental Group"
"Scot Gov","Departmental Group",-250,"Change","2011Q1","Scot Gov-Departmental Group"
"Welsh Gov","Departmental Group",-100,"Change","2011Q1","Welsh Gov-Departmental Group"
"Total","Y",-5040,"Change","2011Q1","Total-Y"
"Total","N",-1720,"Change","2011Q1","Total-N"
"Total","Departmental Group",-6760,"Change","2011Q1","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",-4930,"Change","2011Q1","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",-1720,"Change","2011Q1","Total excl. Whitehall FCO-N"
"Total excl. Whitehall FCO","Departmental Group",-6650,"Change","2011Q1","Total excl. Whitehall FCO-Departmental Group"
"Total employment","Total Employment ONS total",550,"Change","2011Q1","Total employment-Total Employment ONS total"
"AGO","Y",0,"Change","2011Q2","AGO-Y"
"BIS","Y",-230,"Change","2011Q2","BIS-Y"
"CO","Y",-90,"Change","2011Q2","CO-Y"
"DCLG","Y",-230,"Change","2011Q2","DCLG-Y"
"DCMS","Y",40,"Change","2011Q2","DCMS-Y"
"DECC","Y",20,"Change","2011Q2","DECC-Y"
"DEFRA","Y",-220,"Change","2011Q2","DEFRA-Y"
"DfE","Y",-170,"Change","2011Q2","DfE-Y"
"DfID","Y",-10,"Change","2011Q2","DfID-Y"
"DfT","Y",-80,"Change","2011Q2","DfT-Y"
"DH","Y",-170,"Change","2011Q2","DH-Y"
"DWP","Y",-3870,"Change","2011Q2","DWP-Y"
"FCO","Y",-100,"Change","2011Q2","FCO-Y"
"GEO","Y",0,"Change","2011Q2","GEO-Y"
"HMRC","Y",590,"Change","2011Q2","HMRC-Y"
"HMT","Y",-90,"Change","2011Q2","HMT-Y"
"HO","Y",-930,"Change","2011Q2","HO-Y"
"MoD","Y",-1280,"Change","2011Q2","MoD-Y"
"MoJ","Y",-1980,"Change","2011Q2","MoJ-Y"
"NIO","Y",-50,"Change","2011Q2","NIO-Y"
"Scot Gov","Y",0,"Change","2011Q2","Scot Gov-Y"
"Welsh Gov","Y",0,"Change","2011Q2","Welsh Gov-Y"
"AGO","N",-190,"Change","2011Q2","AGO-N"
"BIS","N",-510,"Change","2011Q2","BIS-N"
"CO","N",-130,"Change","2011Q2","CO-N"
"DCLG","N",-40,"Change","2011Q2","DCLG-N"
"DCMS","N",0,"Change","2011Q2","DCMS-N"
"DECC","N",20,"Change","2011Q2","DECC-N"
"DEFRA","N",20,"Change","2011Q2","DEFRA-N"
"DfE","N",-10,"Change","2011Q2","DfE-N"
"DfID","N",0,"Change","2011Q2","DfID-N"
"DfT","N",-210,"Change","2011Q2","DfT-N"
"DH","N",0,"Change","2011Q2","DH-N"
"DWP","N",-20,"Change","2011Q2","DWP-N"
"FCO","N",-20,"Change","2011Q2","FCO-N"
"GEO","N",0,"Change","2011Q2","GEO-N"
"HMRC","N",-20,"Change","2011Q2","HMRC-N"
"HMT","N",10,"Change","2011Q2","HMT-N"
"HO","N",-290,"Change","2011Q2","HO-N"
"MoD","N",-120,"Change","2011Q2","MoD-N"
"MoJ","N",-180,"Change","2011Q2","MoJ-N"
"NIO","N",0,"Change","2011Q2","NIO-N"
"Scot Gov","N",-180,"Change","2011Q2","Scot Gov-N"
