Month,Short Form,IfG classification,Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments,IFG notes,IfG analysis - Non-consultant total,Non payroll,Non payroll component total
01/02/2013,HMT,Non-Whitehall CS,Debt Management Office,Executive Agency,HM Treasury,0,0,0,0,0,0,0,0,1,1,110,105.26,111,106,0,0,0,0,18,18,0,0,18,18,129,124,476868.03,-591.75,23400,6216.41,96027.6,57920.59,659840.88,148667.49,0,148667.49,808508.37,,,18,,
01/02/2013,HMT,Non CS,OTHER,OTHER,HM Treasury,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,64999.53,0,8141.24,368.7,7127.36,-3893.06,76743.77,734.45,5809.34,6543.79,83287.56,Figures for UK Financial Investments,,0,,
01/03/2013,HMT,Whitehall,HM Treasury,Ministerial Department,HM Treasury,107,103.57,149,140.11,437,430.24,351,336.53,94,90.66,34,31.34,1172,1132,8,7.2,0,0,11,10.2,1,0.4,20,17.8,1192,1150,3857158.93,91737.54,39013.42,134481.36,740557.77,353673.08,5216622.1,126014.55,325598.82,451613.37,5668235.47,,,17.4,,
01/03/2013,HMT,Non CS,Office for Budget Responsibility,Crown Non Departmental Public Body,HM Treasury,1,1,1,0.61,9,8.91,6,6,1,1,0,0,18,18,0,0,0,0,0,0,0,0,0,0,18,18,85447.65,906.36,750,14500,14245.52,8615.79,124465.32,0,0,0,124465.32,,,0,,
01/03/2013,HMT,Non-Whitehall CS,Debt Management Office,Executive Agency,HM Treasury,0,0,0,0,0,0,0,0,1,1,111,105.86,112,107,0,0,0,0,16,16,0,0,16,16,128,123,419012.66,-727.2,0,9186.95,96942.83,32015.23,556430.47,140900.94,0,140900.94,697331.41,,Figures not approved by DMO,16,,
01/03/2013,HMT,Non CS,OTHER,OTHER,HM Treasury,,,,,,,,,,,,,0,0,,,,,,,,,0,0,0,0,61739.11,0,-53037.42,52.45,5909.11,-2304.92,12358.33,0,0,0,12358.33,UKFI figures,Row label added in - missed out in original data,0,,
01/04/2013,HMT,Whitehall,HM Treasury,Ministerial Department,HM Treasury,105,101.57,148,139.51,439,432.84,348,335.05,94,90.96,34,31.14,1168,1131,6,5.2,0,0,10,9.2,2,0.8,18,15.2,1186,1146,3785834.36,68118.28,178211.43,39072.47,777814.16,371134.81,5220185.51,129815.33,190874.81,320690.14,5540875.65,,,14.4,,
01/04/2013,HMT,Non CS,Office for Budget Responsibility,Crown Non Departmental Public Body,HM Treasury,1,1,1,0.61,6,6,8,7.8,0,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,16,15,79501.25,1306.97,0,0,14396.05,9695.61,104899.88,0,0,0,104899.88,,,0,,
01/04/2013,HMT,Non-Whitehall CS,Debt Management Office,Executive Agency,HM Treasury,0,0,0,0,0,0,0,0,1,1,108,104.86,109,106,0,0,0,0,15,15,0,0,15,15,124,121,459782.65,-60.78,0,1078.19,94934.23,45391.23,601125.52,224929.43,11390.76,236320.19,837445.71,,Figures not approved by DMO,15,,
01/04/2013,HMT,Non CS,OTHER,OTHER,HM Treasury,,,,,,,2,2,,,12,5.9,14,8,,,,,,,,,0,0,14,8,64248.89,0,6694.86,0,5955.69,8878.28,85777.72,,,0,85777.72,UK Financial Investments Ltd,,0,,
01/03/2011,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,39953,34818.9,17092,15625.43,12878,12159.25,3679,3505.96,361,356.36,418,415.99,74381,66882,1,1,47,47,15,15,6,6,69,69,74450,66951,142308333.3,491666.6667,841666.6667,3100000,26716666.67,10433333.33,183891666.7,0,0,0,183891666.7,,"Baseline figures, pay costs appear to be annual so have been divided by 12 to give monthly average",63,,
01/03/2011,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,1066,933.92,1004,925.35,1597,1490.31,384,366.1,12,12,0,0,4063,3728,15,12.95,0,0,6,6,0,0,21,18.95,4084,3747,746933.3333,8589.333333,8.333333333,1835.583333,135244.9167,54759.25,947370.75,44736.58333,0,44736.58333,992107.3333,,"Baseline figures, pay costs appear to be annual so have been divided by 12 to give monthly average",18.95,,
01/04/2011,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,39800,34705.09,17019,15543.62,12854,12128.72,3682,3506.86,358,353.16,413,411.13,74126,66649,3,3,48,48,1,1,0,0,52,52,74178,66701,141300000,400000,100000,3000000,27100000,10300000,182200000,169867,0,169867,182369867,,,52,,
01/04/2011,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,1060,928.29,1004,927.06,1590,1481.93,382,363.18,11,11,0,0,4047,3711,5,4.39,10,10,0,0,0,0,15,14.39,4062,3726,8743376,8704,150,4513,1576448,645813,10979004,29533,0,29533,11008537,,,14.39,,
01/05/2011,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,39800,35037.94,17019,15505.42,12854,12099.26,3682,3499.15,358,352.16,413,413,74126,66907,2,2,47,47,1,1,0,0,50,50,74176,66957,141000000,600000,100000,3300000,27900000,10300000,183200000,169867,152877,322744,183522744,,,50,,
01/05/2011,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,1060,927.24,999,922.56,1582,1475.57,385,365.15,11,11,0,0,4037,3702,5,4.4,10,10,0,0,0,0,15,14.4,4052,3716,8704472,21530,1500,2084,1612844,640364,10982794,29533,0,29533,11012327,,,14.4,,
01/06/2011,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,40909,35663.14,16952,15463.4,12821,12079.05,3674,3493.57,362,357.23,413,411.02,75131,67467,2,2,44,44,1,1,0,0,47,47,75178,67514,142000000,600000,6400000,3500000,28400000,11100000,192000000,313278,0,313278,192313278,,,47,,
01/06/2011,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,1054,920.89,998,921.71,1579,1471.22,389,369.15,11,11,0,0,4031,3694,4,3.96,10,10,0,0,0,0,14,13.96,4045,3708,8848682,63240,10068,2483,1592139,659965,11176577,0,32255,32255,11208832,,,13.96,,
01/07/2011,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,41389,35894.47,16884,15387.36,12785,12039.38,3671,3489.1,358,353.03,407,405.21,75494,67569,0,0,43,43,18,18,0,0,61,61,75555,67630,140800000,600000,100000,3500000,20200000,10200000,175400000,110579,0,110579,175510579,,,61,,
01/07/2011,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,929,818.35,946,877.01,1524,1426.03,376,357.52,11,11,0,0,3786,3490,5,5,0,0,1,1,12,12,18,18,3804,3508,8255368,646928,3790,2950,1366148,674439,10949623,133531,0,133531,11083154,,,6,,
01/08/2011,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,41472,35847.9,16803,15314.41,12727,11973.4,3653,3471.85,346,341.03,402,400.21,75403,67349,0,0,43,43,0,0,0,0,43,43,75446,67392,141900000,700000,700000,4500000,26000000,10600000,184400000,126560,0,126560,184526560,,,43,,
01/08/2011,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,929,819.09,941,870.96,1520,1424.99,371,352.03,12,12,0,0,3773,3479,5,4.16,0,0,3,3,6,6,14,13.16,3787,3492,8331266,24222,4919,785,1478804,617948,10457944,85612,40314,125926,10583870,,,7.16,,
01/09/2011,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,41331,35620.64,16764,15272.28,12716,11949.6,3641,3459.83,347,341.97,433,431.26,75232,67076,1,1,48,48,0,0,5,5,54,54,75286,67130,141500000,700000,100000,4000000,25900000,10400000,182600000,173280,,173280,182773280,,,49,,
01/09/2011,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,928,818,938,866.11,1518,1422.22,375,355.46,12,12,0,0,3771,3474,5,4.59,0,0,8,7.03,0,0,13,11.62,3784,3485,8275892,22223,3407,1986,1481930,611491,10396929,136217,,136217,10533146,,,11.62,,
01/10/2011,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,41397,35549.06,16729,15223,12705,11931.71,3618,3433.06,355,349.97,437,435.26,75241,66922,3,3,48,48,,,3,3,54,54,75295,66976,140800000,600000,100000,3500000,25800000,10300000,181100000,178743,,178743,181278743,,,51,,
01/10/2011,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,947,835.42,938,866.85,1515,1420.93,377,357.88,12,12,0,0,3789,3493,9,8.39,,,10,9.56,,,19,17.95,3808,3511,8245786,26155,5613,5691,1480272,611568,10375085,129268,,129268,10504353,,,17.95,,
01/11/2011,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,41776,35819.32,16669,15156.72,12690,11908.01,3603,3418.52,358,353.2,433,431.23,75529,67087,3,3,50,50,0,0,3,3,56,56,75585,67143,140700000,700000,100000,3700000,25800000,10300000,181300000,254321,,254321,181554321,,,53,,
01/11/2011,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,943,832.65,940,868.86,1511,1416.48,376,356.58,14,14,,,3784,3489,11,10.94,,,13,13,4,4,28,27.94,3812,3517,8287544,14826,6974,5246,1483811,615852,10414253,46921,64825,111746,10525999,The four consultants shown were engaged from Booz and Co for between 1 and 18 days.,,23.94,,
01/12/2011,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,41599,35698.25,16651,15143.43,12695,11909.63,3662,3477.32,358,353.28,370,368.58,75335,66950,2,2,51,51,0,0,8,8,61,61,75396,67011,140200000,600000,100000,3200000,25600000,10100000,179800000,164692,56827,221519,180021519,,,53,,
01/12/2011,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,933,824.04,940,869.47,1509,1414.72,374,355.6,14,14,0,0,3770,3478,11,10.13,,,15,14.06,0,0,26,24.19,3796,3502,8243484,87533,12377,8063,1472429,609931,10433817,67417,,67417,10501234,,,24.19,,
01/01/2012,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,41768,35813.98,16626,15105.2,12682,11883.81,3672,3485.12,356,351.51,352,350.55,75456,66990,5,5,54,54,0,0,6,6,65,65,75521,67055,139600000,700000,100000,4000000,25500000,10200000,180100000,139998,89027,229025,180329025,,,59,,
01/01/2012,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,922,813.08,941,871.34,1544,1449.04,376,357.53,14,14,,,3797,3505,3,2.05,,,8,8,0,0,11,10.05,3808,3515,8243484,87533,12377,8063,1472429,609931,10433817,321551,,321551,10755368,,,10.05,,
01/02/2012,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,41545,35596.45,16586,15054.8,12685,11884.83,3676,3488.1,356,351.06,345,343.55,75193,66719,7,7,58,58,0,0,2,2,67,67,75260,66786,140100000,700000,100000,4300000,25600000,10300000,181100000,276641,0,276641,181376641,,,65,,
01/02/2012,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,906,802.02,941,871.84,1547,1453.69,370,351.99,13,13,,,3777,3493,4,4,,,10,9.27,,,14,13.27,3791,3506,8568242,29758,8061,10311,1524597,644211,10785180,105757,,105757,10890937,,,13.27,,
01/03/2012,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,41357,35385.12,16563,15022.16,12695,11886.64,3671,3482.71,358,352.47,339,337.74,74983,66467,5,,62,,,,3,3,70,70,75053,66467,140400000,1000000,300000,4100000,25700000,10400000,181900000,354538,78485,433023,182333023,,,67,,
01/03/2012,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,902,796.32,937,868.03,1534,1441.57,355,340.23,13,13,0,0,3741,3459,2,0.12,,,9,8.19,0,0,11,8.31,3752,3467,8740891,107621,7047,16087,1570241,673868,11115755,198010,,198010,11313765,,,8.31,,
01/04/2012,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,41423,35356.66,16519,14966.25,12690,11869,3646,3454.59,357,351.27,337,335.74,74972,66334,4,,70,,0,,6,6,80,80,75052,66334,139600000,800000,100000,3300000,25400000,10200000,179400000,218033,10013,228046,179628046,,,74,,
01/04/2012,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,896,792.48,936,867.75,1536,1442.57,357,341.83,12,12,0,0,3737,3457,,,4,4,3,2.8,,,7,6.8,3744,3463,8628341,45825,1942,7516,1544837,665190,10893651,165247,,165247,11058898,,,6.8,,
01/05/2012,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,41167,35204.07,16430,14879.98,12680,11854.49,3642,3448.76,353,347.27,334,332.74,74606,66067,10,,64,,,,4,4,78,78,74684,66067,139400000,1000000,100000,3800000,25400000,10200000,179900000,255522,5983,261505,180161505,,,74,,
01/05/2012,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,895,790.77,929,862.15,1540,1445.57,359,344.72,12,12,0,0,3735,3455,0,0,4,3.06,3,2.8,0,0,7,5.86,3742,3461,8503999,41469,5877,5700,1534586,648774,10740405,60120,,60120,10800525,,,5.86,,
01/06/2012,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,40882,34959.92,16370,14807.11,12637,11812.07,3625,3431.75,349,343.47,332,331.18,74195,65686,16,16,92,92,,,7,7,115,115,74310,65801,137800000,1000000,7300000,3500000,25100000,10900000,185600000,212775,16342,229117,185829117,,,108,,
01/06/2012,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,895,792.38,928,861.19,1543,1449.79,360,345.63,12,12,,,3738,3461,0,0,3,2.9,3,2.8,0,0,6,5.7,3744,3467,8531204,40463,525115,12996,1532668,708988,11351434,159462,,159462,11510896,,,5.7,,
01/07/2012,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,40598,34716.69,16270,14694.85,12636,11802.07,3625,3432.25,341,335.39,337,336.18,73807,65317,19,19,70,70,,,5,5,94,94,73901,65411,137400000,1000000,700000,3900000,25100000,10200000,178300000,241012,14442,255454,178555454,,,89,,
01/07/2012,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,883,782.9,932,863.94,1540,1445.55,356,341.25,12,12,0,0,3723,3446,0,0,2,2,3,2.26,0,0,5,4.26,3728,3450,8736783,47709,6225,8719,1549706,669811,11018953,78900,,78900,11097853,,,4.26,,
01/08/2012,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,40209,34384.31,16158,14590.14,12593,11760.71,3631,3437.36,340,334.93,331,330.32,73262,64838,17,,62,,,,1,1,80,80,73342,64838,137560000,1070000,270000,3300000,25120000,10110000,177430000,288720,5719,294439,177724439,,,79,,
01/08/2012,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,881,779.69,932,859.34,1543,1443.94,356,343.85,12,12,0,0,3724,3439,1,1,2,0.79,3,1.87,0,0,6,3.66,3730,3442,8528583,49256,3520,15307,1521867,647333,10765866,52134,,52134,10818000,,,3.66,,
01/09/2012,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,39865,34042.9,16177,14606.7,12579,11745.48,3642,3445.32,337,332.53,502,501.06,73102,64674,16,,63,,,,9,9,88,88,73190,64674,137230000,1060000,120000,2920000,25090000,10020000,176440000,290329,42754,333083,176773083,,,79,,
01/09/2012,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,913,810.35,922,854.42,1559,1461.78,361,344.99,12,12,,,3767,3484,1,1,1,0.4,3,2.1,,,5,3.5,3772,3487,8538759,39029,596,20843,1523725,651632,10774584,73330,7434,80764,10855348,,,3.5,,
01/10/2012,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,39559,33808.33,16078,14517.36,12600,11766.37,3669,3471.34,334,330.01,530,528.92,72770,64422,16,,56,,,,7,7,79,79,72849,64422,137150000,1010000,140000,3030000,25110000,10040000,176480000,301651,16455,318106,176798106,,,72,,
01/10/2012,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,918,814.16,924,855.85,1550,1454.63,361,344.83,12,12,,,3765,3481,2,1.7,,,1,0.93,,,3,2.63,3768,3484,8589181,100798,185,64318,1534865,656632,10945979,53405,,53405,10999384,,,2.63,,
01/11/2012,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,39436,33766.96,15992,14437.31,12641,11807.2,3736,3534.15,338,333.34,510,509,72653,64388,13,,66,,,,16,16,95,95,72748,64388,137100000,1200000,300000,2900000,26000000,10000000,177500000,339518,77740,417258,177917258,,,79,,
01/11/2012,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,930,825.12,924,855.45,1549,1453.46,366,350.15,12,12,,,3781,3496,3,2.6,1,0.33,2,1.7,,,6,4.63,3787,3501,8512538,33650,290,55528,1532364,647311,10781681,40534,,40534,10822215,,,4.63,,
01/12/2012,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,39240,33615.6,16058,14492.18,12710,11870.86,3773,3569.01,330,325.21,490,489,72601,64362,10,,68,,,,20,20,98,98,72699,64362,137200000,1200000,200000,2900000,25500000,10000000,177000000,283560,97237,380797,177380797,,,78,,
01/12/2012,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,939,835.06,928,859.16,1546,1452.11,365,349.13,12,12,,,3790,3507,4,3.45,1,1,4,3.73,,,9,8.18,3799,3516,8609313,37862,426,48001,1537382,652453,10885437,8575,,8575,10894012,,,8.18,,
01/01/2013,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,39034,33404.14,16026,14459.34,12793,11946.99,3795,3592.93,328,323.21,486,484.61,72462,64211,11,,70,,,,10,10,91,91,72553,64211,137000000,1200000,100000,3300000,25600000,10000000,177200000,330513,55096,385609,177585609,,,81,,
01/01/2013,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,942,837.86,930,860.09,1545,1450.36,369,352.94,11,11,,,3797,3512,5,4.58,1,0.48,4,3.93,,,10,8.99,3807,3521,8589809,41195,6194,30204,1530337,648128,10845867,107626,,107626,10953493,,,8.99,,
01/02/2013,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,38833,33298.69,16133,14569.71,12833,11982.01,3823,3619.33,323,318.57,484,482.61,72429,64271,11,,68,,,,4,4,83,83,72512,64271,137200000,1300000,200000,3700000,25600000,10100000,178100000,415672,16723,432395,178532395,,,79,,
01/02/2013,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,931,828.67,928,858.04,1543,1447.9,373,356.84,10,10,,,3785,3501,6,4.83,,,4,3.93,,,10,8.76,3795,3510,9229538,42646,7129,44401,1663026,717998,11704738,51131,15497,66628,11771366,,,8.76,,
01/03/2013,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,39138,33514.17,16095,14519.98,12888,12032.15,3823,3618.96,322,316.73,476,474.37,72742,64476,13,,72,,,,20,20,105,105,72847,64476,137400000,1300000,500000,4000000,25700000,10200000,179100000,388131,222121,610252,179710252,,,85,,
01/03/2013,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,934,831.01,923,853.17,1557,1463.23,375,358.59,11,10.97,,,3800,3517,9,6.5,,,3,3,,,12,9.5,3812,3526,8659893,105055,5227,101834,1549463,661710,11083182,82527,4375,86902,11170084,,,9.5,,
01/04/2013,HMRC,Whitehall,HM Revenue & Customs ,Non-Ministerial Department,HM Revenue & Customs,38927,33312.24,16066,14482.45,12919,12047.03,3826,3620.49,320,314.94,469,467.64,72527,64245,15,,64,,,,0,0,79,79,72606,64245,134700000,1200000,100000,3100000,25000000,9700000,173800000,322648,0,322648,174122648,,,79,,
01/04/2013,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,930,827,918,848.84,1559,1464.29,378,361.59,10,9.97,0,0,3795,3512,8,4,0,0,3,3,0,0,11,7,3806,3519,8689185,34807,288,88610,1552144,656105,11021139,75689,,75689,11096828,,,7,,
01/05/2013,HMRC,Whitehall,HM Revenue and Customs,Non-Ministerial Department,HM Revenue & Customs,38654,33063.95,16032,14446.33,12993,12117.64,3846,3638.19,318,312.57,470,468.78,72313,64047,17,,52,,,,15,,84,0,72397,64047,136600000,1700000,200000,2900000,25500000,9900000,176800000,181022,135137,316159,177116159,,,0,,
01/05/2013,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,930,827.86,917,848,1559,1465.01,380,362.93,10,9.97,,,3796,3514,6,4.31,,,1,1,,,7,5.31,3803,3519,8720525,33785,932,72868,1555557,657419,11041086,80017,0,80017,11121103,,,5.31,,
01/06/2013,HMRC,Whitehall,HM Revenue and Customs,Non-Ministerial Department,HM Revenue & Customs,38480,32903.34,15941,14362.03,13008,12131.4,3874,3664.28,311,305.31,481,479.78,72095,63846,16,,73,,,,6,,95,0,72190,63846,135500000,1500000,200000,2900000,25300000,9800000,175200000,467200,41983,509183,175709183,,,0,,
01/06/2013,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,945,842.88,914,845,1551,1458.19,379,361.08,11,11,,,3800,3518,8,6.4,,,1,1,,,9,7.4,3809,3526,8716717,36647,653022,15644,1551280,718338,11691648,67210,1675,68885,11760533,,,7.4,,
01/07/2013,HMRC,Whitehall,HM Revenue and Customs,Non-Ministerial Department,HM Revenue & Customs,38181,32629.88,15897,14313.44,13028,12139.6,3887,3676.33,313,307.1,479,477.98,71785,63544,16,,80,,,,2,,98,0,71883,63544,135600000,1400000,800000,3700000,25400000,10000000,176900000,467164,7859,475023,177375023,,,0,,
01/07/2013,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue & Customs,946,841.79,915,845.92,1551,1458.99,381,363.48,11,11,0,0,3804,3521,8,6.21,0,0,1,0.81,0,0,9,7.02,3813,3528,8761215,16327,2166,18074,1556275,656892,11010949,48897,0,48897,11059846,,,7.02,,
01/08/2013,HMRC,Whitehall,HM Revenue and Customs,Non-Ministerial Department,HM Revenue and Customs,37814,32301.38,15841,14260.35,13018,12131.79,3893,3681.35,313,307.21,509,508.03,71388,63190,16,,62,,,,4,,82,0,71470,63190,139100000,1300000,6600000,3500000,25700000,11000000,187200000,424602,11259,435861,187635861,,,0,,
01/08/2013,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue and Customs,941,836.8,908,840.36,1553,1457.52,383,365.7,12,12,0,0,3797,3512,6,4.35,0,0,1,0.84,0,0,7,5.19,3804,3518,8715581,62605,1289,33759,1544543,651965,11009742,66070,10528,76598,11086340,,,5.19,,
01/09/2013,HMRC,Whitehall,HM Revenue and Customs,Non-Ministerial Department,HM Revenue and Customs,37044,31629.77,15763,14179.8,13054,12162.96,3934,3715.61,316,310.06,881,879.91,70992,62878,15,,84,,,,12,,111,0,71103,62878,136700000,1400000,200000,3300000,25500000,10000000,177100000,570444,64310,634754,177734754,,,0,,
01/09/2013,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue and Customs,937,833.61,915,847.89,1556,1459.95,382,364.9,12,12,0,0,3802,3518,8,7.64,0,0,0,0,0,0,8,7.64,3810,3526,8715166,63202,1573,8054,1558596,648516,10995107,84564,0,84564,11079671,,,7.64,,
01/06/2014,HMRC,Whitehall,HM Revenue and Customs,Non-Ministerial Department,HM Revenue and Customs,32628,27849.84,15109,13524.78,14181,13251.07,4171,3959.37,303,297.01,783,782.16,67175,59664,13,,85,,,,2,,100,0,67275,59664,131700000,1000000,200000,3200000,24700000,9500000,170300000,383650,8246,391896,170691896,,,,,
01/06/2014,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue and Customs,1151,1020.2,884,831.14,1250,1177.68,377,361.48,14,14,,,3676,3405,2,1.13,1,1,8,7.97,,,11,10.1,3687,3415,8643961,176566,1352,6276,1560186,643474,11031815,109137,,109137,11140952,,,,,
01/05/2014,HMRC,Whitehall,HM Revenue and Customs,Non-Ministerial Department,HM Revenue and Customs,32882,28082.85,15153,13566.02,14182,13258.11,4164,3952.04,303,297.22,783,782.16,67467,59938,13,,81,,,,25,,119,0,67586,59938,132600000,900000,100000,3100000,24700000,9500000,170900000,375563,396903,772466,171672466,,,0,,
01/05/2014,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue and Customs,1164,1030.93,889,835.91,1258,1184.44,377,361.52,13,13,0,0,3701,3426,2,2,1,0.39,9,7.58,0,0,12,9.97,3713,3436,8668705,159145,0,4386,1555977,642334,11030547,110160,0,110160,11140707,,,9.97,,
01/04/2014,HMRC,Whitehall,HM Revenue and Customs,Non-Ministerial Department,HM Revenue and Customs,34068,29060.24,15393,13784.96,14057,13120.74,4164,3949.05,304,298.42,788,787.16,68774,61001,11,,81,,,,1,,93,0,68867,61001,134300000,900000,200000,3200000,24900000,9600000,173100000,323677,6532,330209,173430209,,,0,,
01/04/2014,HMRC,Non-Whitehall CS,Valuation Office,Executive Agency,HM Revenue and Customs,1179,1045.27,889,835.48,1264,1190.1,380,364.6,13,13,0,0,3725,3448,8,8,0,0,11,8.49,0,0,19,16.49,3744,3465,8686660,137600,1077,9888,1565212,647743,11048180,52241,0,52241,11100421,,,16.49,,
01/01/2014,HMRC,Whitehall,HM Revenue and Customs,Non-Ministerial Department,HM Revenue and Customs,35383,30081.43,15631,14030.6,13948,13015.75,4127,3906.27,315,307.87,801,800.28,70205,62142,14,,79,,,,25,,118,0,70323,62142,136700000,200000,200000,3300000,25400000,9900000,175700000,533856,76833,610689,176310689,,,0,,
